Easting,Northing,TreeID,SiteID,Abbreviation
351772,3952445,BOL013,66,BOL
351779,3952456,BOL011,66,BOL
351764,3952461,BOL017,66,BOL
351846,3952487,BOL024,66,BOL
351811,3952493,BOL010,66,BOL
351875,3952510,BOL027,66,BOL
351879,3952534,BOL030,66,BOL
351881,3952535,BOL031,66,BOL
351914,3952545,BOL036,66,BOL
351914,3952581,BOL041,66,BOL
351916,3952592,BOL043,66,BOL
351924,3952599,BOL046,66,BOL
351947,3952618,BOL047,66,BOL
352056,3952635,BOL056,66,BOL
352054,3952638,BOL055,66,BOL
351991,3952639,BOL050,66,BOL
351988,3952641,BOL049,66,BOL
352055,3952647,BOL054,66,BOL
352069,3952684,BOL062,66,BOL
352057,3952714,BOL060,66,BOL
352007,3952716,BOL063,66,BOL
357230.52,3953138.276,PAL-7,1,PAL
357273.846,3953143.885,PAL-8,1,PAL
357313.441,3953161.685,PAL-9,1,PAL
357320.094,3953180.957,PAL-10,1,PAL
357365.201,3953181.452,PAL-3,1,PAL
357361.023,3953181.649,PAL-2,1,PAL
357374.614,3953223.26,PAL-1,1,PAL
357289.1,3953328.892,PAL-5,1,PAL
357277.03,3953333.45,PAL-4,1,PAL
357190.8,3953360.688,PAL-11,1,PAL
357191.883,3953363.334,PAL-12,1,PAL
374560.1353,3954348.428,BAL05,95,BAL
374472.1354,3954380.428,BAL01,95,BAL
374511.1352,3954389.428,BAL03,95,BAL
374383.1353,3954440.428,BAL02,95,BAL
374399.1352,3954452.428,BAL08,95,BAL
374432.135,3954466.428,BAL07,95,BAL
374433.135,3954467.428,BAL09,95,BAL
337690.0605,3954512.587,PGM35,78,PGM
337518.108,3954516.178,PGM39,78,PGM
374327.1349,3954526.427,BAL04,95,BAL
337902.8348,3954529.448,PGM32,78,PGM
374392.1347,3954530.427,BAL11,95,BAL
374378.1347,3954538.427,BAL13,95,BAL
337905.124,3954540.835,PGM31,78,PGM
374342.1347,3954551.427,BAL06,95,BAL
374318.1348,3954556.427,BAL10,95,BAL
337373.6893,3954560.657,PGM26,78,PGM
374294.1344,3954627.427,BAL15,95,BAL
374295.1344,3954628.427,BAL17,95,BAL
374312.1343,3954636.427,BAL19,95,BAL
374284.543,3954676.256,BAL14,95,BAL
374077.1341,3954791.425,BAL20,95,BAL
337629.7011,3954818.954,PGM1,78,PGM
374079.1339,3954821.425,BAL18,95,BAL
374064.1339,3954828.425,BAL21,95,BAL
337608.8381,3954840.863,PGM6,78,PGM
337604.8071,3954848.038,PGM9,78,PGM
373965.1335,3954930.425,BAL22,95,BAL
373954.1335,3954938.425,BAL24,95,BAL
373955.1335,3954939.425,BAL26,95,BAL
373952.1332,3954990.424,BAL23,95,BAL
373965.1332,3954995.424,BAL25,95,BAL
373964.133,3955019.424,BAL27,95,BAL
373879.1328,3955095.424,BAL28,95,BAL
337210.6619,3955109.813,PGM12,78,PGM
373858.86,3955156.423,BAL31,95,BAL
373812.222,3955180.909,BAL30,95,BAL
373158.1331,3955371.422,BAL34,95,BAL
373159.1331,3955372.422,BAL35,95,BAL
373205.1329,3955388.422,BAL33,95,BAL
373213.1328,3955401.422,BAL32,95,BAL
351557.1933,3955830.418,SAYS 5,82,SAYS
351695.1921,3955999.417,SAYS 6,82,SAYS
351647.1919,3956088.417,SAYS 7,82,SAYS
351785.1911,3956167.417,SAYS 10,82,SAYS
351701.191,3956249.417,SAYS 9,82,SAYS
352202.1872,3956732.416,SAYS 1,82,SAYS
352143.1874,3956735.416,SAYS 2,82,SAYS
352358.1866,3956752.416,SAYS 3,82,SAYS
352363.1866,3956757.416,SAYS 4,82,SAYS
358846.4668,3956900.796,MPC-1,39,MPC
358820.8648,3956903.33,MPC-2,39,MPC
363106.5566,3956939.914,BST-4,41,BST
363100.5248,3956943.687,BST-3,41,BST
362995.1586,3956952.711,BST-9,41,BST
363061.5242,3956954.219,BST-6,41,BST
363076.9945,3956954.479,BST-5,41,BST
358758.9565,3956955.65,MPC-3,39,MPC
362994.0628,3956958.867,BST-8,41,BST
363103.6131,3956966.014,BST-2,41,BST
363106.3982,3956968.707,BST-1,41,BST
363025.0098,3956976.381,BST-7,41,BST
358674.6326,3957063.747,MPC-5,39,MPC
358713.316,3957066.7,MPC-4,39,MPC
358708.7474,3957067.586,MPC-11,39,MPC
358676.548,3957079.879,MPC-6,39,MPC
358662.9002,3957121.148,MPC-7,39,MPC
358694.9346,3957121.211,MPC-9,39,MPC
358694.4416,3957122.439,MPC-8,39,MPC
358703.4678,3957140.195,MPC-10,39,MPC
353140.8301,3957512.223,SJC-2,24,SJC
353246.9633,3957569.215,SJC-3,24,SJC
353404.6862,3957577.405,SJC-7,24,SJC
353107.3697,3957582.568,SJC-1,24,SJC
353470.854,3957640.182,SJC-4,24,SJC
353515.8089,3957714.816,SJC-5,24,SJC
353545.5205,3957735.832,SJC-6,24,SJC
385045.1007,3958338.425,FRM28,74,FRM
385032.1007,3958341.425,FRM30,74,FRM
385098.1009,3958397.425,FRM22,74,FRM
385089.1011,3958426.426,FRM26,74,FRM
385023.6017,3958490.926,FRM24,74,FRM
384958.1022,3958555.426,FRM23,74,FRM
385101.1028,3958701.427,FRM20,74,FRM
385003.1041,3958893.429,FRM21,74,FRM
385009.1044,3958935.429,FRM17,74,FRM
385050.1046,3958989.429,FRM19,74,FRM
385075.1055,3959144.43,FRM16,74,FRM
384979.1061,3959207.431,FRM10,74,FRM
385110.1059,3959218.431,FRM05,74,FRM
385139.1059,3959218.431,FRM07,74,FRM
385281.1058,3959243.431,FRM15,74,FRM
385058.1062,3959249.431,FRM12,74,FRM
385179.106,3959252.431,FRM11,74,FRM
385011.1065,3959282.431,FRM08,74,FRM
384999.1066,3959291.431,FRM06,74,FRM
385193.1063,3959294.431,FRM09,74,FRM
385020.1066,3959300.431,FRM01,74,FRM
385100.1065,3959303.431,FRM14,74,FRM
384971.1067,3959306.431,FRM03,74,FRM
384994.1067,3959314.431,FRM02,74,FRM
384977.107,3959354.431,FRM04,74,FRM
363938.1318,3959403.872,PER-3,40,PER
385157.1071,3959416.432,FRM13,74,FRM
363847.8261,3959427.042,PER-4,40,PER
363842.8396,3959428.136,PER-5,40,PER
363737.5646,3959477.426,PER-7,40,PER
363721.2589,3959491.139,PER-8,40,PER
363679.4811,3959492.854,PER-9,40,PER
363762.2478,3959494.964,PER-2,40,PER
363764.5584,3959513.901,PER-1,40,PER
378322.1184,3959603.428,CPM13,101,CPM
378341.1184,3959617.428,CPM12,101,CPM
378368.1184,3959643.428,CPM10,101,CPM
378343.1185,3959653.428,CPM14,101,CPM
378372.1185,3959674.429,CPM09,101,CPM
384496.1099,3959729.433,FWH09,103,FWH
384410.1104,3959786.434,FWH08,103,FWH
384612.1101,3959787.434,FWH10,103,FWH
384600.1104,3959839.434,FWH11,103,FWH
384591.1106,3959873.434,FWH12,103,FWH
384408.1109,3959880.434,FWH05,103,FWH
377361.1209,3959954.429,CPM16,101,CPM
384351.1114,3959956.435,FWH04,103,FWH
384893.1107,3959956.435,FWH20,103,FWH
384563.1113,3959978.435,FWH14,103,FWH
376871.1216,3959981.429,CPM17,101,CPM
377401.121,3960002.43,CPM15,101,CPM
384549.1115,3960010.435,FWH15,103,FWH
377630.1207,3960030.43,CPM07,101,CPM
384428,3960045,FWH6115,0,FWH
384409,3960062,FWH6311,0,FWH
384475,3960062,FWH6059,0,FWH
377406.1211,3960064.43,CPM06,101,CPM
377385.1212,3960068.43,CPM05,101,CPM
384431,3960084,FWH3249,0,FWH
384500,3960088,FWH5051,0,FWH
377438.1212,3960091.43,CPM04,101,CPM
384512,3960095,FWH5044,0,FWH
377402.1212,3960095.43,CPM01,101,CPM
377416.1212,3960095.43,CPM02,101,CPM
384512,3960099,FWH4744,0,FWH
384466,3960102,FWH5227,0,FWH
384499,3960106,FWH4824,0,FWH
384449,3960107,FWH3405,0,FWH
384495,3960107,FWH4825,0,FWH
377421.1213,3960108.43,CPM03,101,CPM
384392.1123,3960114.436,FWH03,103,FWH
384535,3960115,FWH4499,0,FWH
384499,3960117,FWH4841,0,FWH
384499,3960117,FWH4899,0,FWH
384553,3960118,FWH5754,0,FWH
384514,3960119,FWH4702,0,FWH
384514,3960132,FWH4543,0,FWH
384559,3960132,FWH4309,0,FWH
384471,3960137,FWH3572,0,FWH
384775.112,3960140.436,FWH19,103,FWH
384710.1121,3960146.436,FWH17,103,FWH
384490,3960150,FWH3651,0,FWH
384557,3960155,FWH4007,0,FWH
384549,3960156,FWH4037,0,FWH
384520,3960162,FWH3881,0,FWH
384514,3960164,FWH3847,0,FWH
384496,3960170,FWH3808,0,FWH
384521,3960170,FWH3912,0,FWH
384537,3960170,FWH3965,0,FWH
384520,3960175,FWH3917,0,FWH
384508,3960176,FWH3833,0,FWH
384718.1123,3960179.436,FWH18,103,FWH
384544,3960180,FWH4112,0,FWH
384620.1125,3960199.437,FWH16,103,FWH
384464.1129,3960227.437,FWH02,103,FWH
384495.1132,3960294.437,FWH01,103,FWH
337027.5263,3960790.992,JCE-9,22,JCE
337049.7172,3960801.181,JCE-6,22,JCE
337030.5529,3960806.283,JCE-8,22,JCE
337006.9477,3960829.913,JCE-10,22,JCE
336969.0902,3960874.941,JCE-1,22,JCE
336961.0459,3960956.302,JCE-2,22,JCE
337071.3286,3960972.355,JCE-4,22,JCE
336988.1966,3960987.737,JCE-5,22,JCE
336956.7604,3960997.283,JCE-3,22,JCE
385000.1191,3961364.444,BAN14,96,BAN
384810.1196,3961424.444,BAN13,96,BAN
383940.1207,3961514.444,BAN19,96,BAN
372363.1296,3961589.433,CPU05,102,CPU
372353.1296,3961611.433,CPU01,102,CPU
372331.7502,3961616.621,CPU02,102,CPU
372374.2031,3961622.158,CPU07,102,CPU
372350.1296,3961627.433,CPU03,102,CPU
372368.1297,3961716.434,CPU08,102,CPU
384680.1216,3961754.446,BAN15,96,BAN
372219.1299,3961874.435,CPU09,102,CPU
372201.13,3961883.435,CPU10,102,CPU
384590.1237,3962094.448,BAN05,96,BAN
383880.1241,3962104.448,BAN16,96,BAN
384570.1239,3962134.449,BAN06,96,BAN
383730.1246,3962184.448,BAN17,96,BAN
340469,3962270,TOV058,87,TOV
340543,3962337,TOV052,87,TOV
384230.1253,3962344.45,BAN69,96,BAN
340435,3962542,TOV027,87,TOV
340448,3962550,TOV026,87,TOV
340468,3962555,TOV023,87,TOV
340430,3962577,TOV030,87,TOV
340673,3962583,TOV005,87,TOV
352588,3962602,MCN331,133,gp101
352588,3962602,MCN332,133,gp101
352588,3962602,MCN334,133,gp101
352588,3962602,MCN335,133,gp101
340679,3962613,TOV002,87,TOV
352983,3962633,MCN956,136,gp103
352983,3962633,MCN957,136,gp103
353598,3962645,MCN1609,138,gp106
353598,3962645,MCN1610,138,gp106
353598,3962645,MCN1611,138,gp106
353598,3962645,MCN961,138,gp106
353598,3962645,MCN998,138,gp106
360602.5993,3962649.88,LOG13,107,LOG
352799,3962653,MCN1616,135,gp102
352799,3962653,MCN1617,135,gp102
352799,3962653,MCN1618,135,gp102
360648.0702,3962653.378,LOG05,107,LOG
360718.0256,3962655.127,LOG10,107,LOG
340740,3962656,TOV022,87,TOV
353800,3962657,MCN337,139,gp107
353800,3962657,MCN338,139,gp107
353800,3962657,MCN339,139,gp107
353392,3962664,MCN340,137,gp105
353392,3962664,MCN341,137,gp105
360737.2633,3962680.486,LOG11,107,LOG
340483,3962690,TOV019,87,TOV
360713.6532,3962704.971,LOG07,107,LOG
360775.7387,3962705.845,LOG12,107,LOG
360824.7073,3962705.845,LOG22,107,LOG
360855.3128,3962705.845,LOG26,107,LOG
360645.4468,3962706.719,LOG02,107,LOG
340576,3962720,TOV011,87,TOV
340567,3962728,TOV015,87,TOV
360686.5455,3962733.827,LOG03,107,LOG
360746.882,3962734.702,LOG08,107,LOG
360862.3083,3962735.576,LOG27,107,LOG
360832.5773,3962736.451,LOG23,107,LOG
353975.9587,3962741.635,MCN09,108,MCN
353990.7849,3962786.114,MCN10,108,MCN
352405,3962848,MCN248,140,gp109
352405,3962848,MCN249,140,gp109
353007,3962849,MCN1620,142,gp112
353007,3962849,MCN1621,142,gp112
353007,3962849,MCN1622,142,gp112
353007,3962849,MCN1623,142,gp112
353007,3962849,MCN1624,142,gp112
353007,3962849,MCN1625,142,gp112
353007,3962849,MCN1626,142,gp112
353007,3962849,MCN1627,142,gp112
353007,3962849,MCN1628,142,gp112
353789,3962850,MCN1612,145,gp116
353789,3962850,MCN1613,145,gp116
353789,3962850,MCN958,145,gp116
353789,3962850,MCN959,145,gp116
353789,3962850,MCN960,145,gp116
353601,3962853,MCN224,144,gp115
353601,3962853,MCN225,144,gp115
353601,3962853,MCN459,144,gp115
353601,3962853,MCN461,144,gp115
353999,3962853,MCN221,146,gp117
353999,3962853,MCN222,146,gp117
353999,3962853,MCN223,146,gp117
352800,3962859,MCN233,141,gp111
352800,3962859,MCN234,141,gp111
352800,3962859,MCN235,141,gp111
352800,3962859,MCN236,141,gp111
352800,3962859,MCN237,141,gp111
353194,3962859,MCN0229,143,gp113
353194,3962859,MCN226,143,gp113
353194,3962859,MCN227,143,gp113
353194,3962859,MCN228,143,gp113
353194,3962859,MCN230,143,gp113
353194,3962859,MCN231,143,gp113
353971.0168,3962899.782,MCN08,108,MCN
353887.0021,3962914.608,MCN16,108,MCN
359877.7803,3962930.337,LGR41,125,LGR2
359803.4155,3962931.847,LGR11,124,LGR1
359803.4155,3962931.847,LGR2,124,LGR1
359735.2996,3962951.234,LGR17,124,LGR1
359770.6743,3962953.336,LGR13,124,LGR1
353882.0601,3962954.145,MCN17,108,MCN
359886.2144,3962954.945,LGR40,124,LGR1
359735.5342,3962960.328,LGR16,124,LGR1
353985.8429,3962964.029,MCN07,108,MCN
359904.6696,3962974.919,LGR49,125,LGR2
359873.1138,3962978.12,LGR45,125,LGR2
343354.2124,3962978.656,HME-8,21,HME
343445.3438,3962981.796,HME-10,21,HME
359870.7811,3962984.925,LGR44,125,LGR2
343606.7137,3962985.766,HME-12,21,HME
359868.952,3962989.281,LGR43,125,LGR2
359860.6737,3962991.631,LGR55,125,LGR2
359896.143,3962999.723,LGR54,125,LGR2
359893.0706,3962999.772,LGR53,125,LGR2
343306.0182,3963019.659,HME-7,21,HME
353797,3963034,MCN309,151,gp125
353797,3963034,MCN336,151,gp125
343626.1717,3963034.782,HME-11,21,HME
359879.164,3963034.831,LGR52,125,LGR2
359865.2367,3963040.045,LGR48,125,LGR2
343454.5076,3963047.563,HME-9,21,HME
352599,3963054,MCN1619,147,gp119
352599,3963054,MCN301,147,gp119
353011,3963054,MCN302,148,gp121
353011,3963054,MCN303,148,gp121
353011,3963054,MCN304,148,gp121
353011,3963054,MCN305,148,gp121
353392,3963054,MCN306,150,gp123
353392,3963054,MCN307,150,gp123
353392,3963054,MCN308,150,gp123
353197,3963056,MCN1629,149,gp122
353197,3963056,MCN1630,149,gp122
353197,3963056,MCN954,149,gp122
353197,3963056,MCN955,149,gp122
359855.2929,3963068.495,LGR46,125,LGR2
343351.9974,3963071.403,HME-1,21,HME
343639.6722,3963073.213,HME-13,21,HME
343323.9958,3963110.052,HME-2,21,HME
343299.3823,3963142.629,HME-4,21,HME
343304.8178,3963146.694,HME-5,21,HME
343318.1117,3963149.566,HME-3,21,HME
355520.7,3963173,SDP-1,60,SDP
355520.7,3963173,SDP-2,60,SDP
343359.3084,3963184.806,HME-6,21,HME
364238.0868,3963213.915,PNE-1,15,PNE
364218.2303,3963226.498,PNE-4,15,PNE
364237.8487,3963226.863,PNE-2,15,PNE
364212.3498,3963235.945,PNE-5,15,PNE
364223.0671,3963237.39,PNE-6,15,PNE
364238.6781,3963240.663,PNE-3,15,PNE
364211.323,3963246.575,PNE-7,15,PNE
364227.9292,3963249.926,PNE-8,15,PNE
353195,3963250,MCN238,155,gp131
353195,3963250,MCN239,155,gp131
353195,3963250,MCN240,155,gp131
353195,3963250,MCN241,155,gp131
353195,3963250,MCN242,155,gp131
352801,3963253,MCN385,153,gp129
352801,3963253,MCN390,153,gp129
352801,3963253,MCN391,153,gp129
353995,3963253,MCN215,158,gp135
353995,3963253,MCN216,158,gp135
353995,3963253,MCN217,158,gp135
353995,3963253,MCN218,158,gp135
353995,3963253,MCN219,158,gp135
353995,3963253,MCN220,158,gp135
353399,3963254,MCN949,156,gp132
353399,3963254,MCN950,156,gp132
353399,3963254,MCN951,156,gp132
353399,3963254,MCN952,156,gp132
353399,3963254,MCN953,156,gp132
353399,3963254,MCN999,156,gp132
364232.3477,3963254.167,PNE-9,15,PNE
353600,3963255,MCN460,157,gp133
353600,3963255,MCN462,157,gp133
364266.6176,3963256.156,PNE-10,15,PNE
353000,3963257,MCN464,154,gp130
353000,3963257,MCN466,154,gp130
353000,3963257,MCN467,154,gp130
352398,3963263,MCN269,152,gp127
352398,3963263,MCN270,152,gp127
364251.0013,3963319.285,PNE-11,15,PNE
353546.0015,3963374.222,MCN06,108,MCN
353799,3963446,MCN323,164,gp143
353799,3963446,MCN324,164,gp143
353799,3963446,MCN325,164,gp143
353399,3963449,MCN326,162,gp141
353399,3963449,MCN327,162,gp141
353399,3963449,MCN328,162,gp141
353399,3963449,MCN329,162,gp141
352797,3963452,MCN1631,160,gp138
352797,3963452,MCN1632,160,gp138
352797,3963452,MCN1633,160,gp138
352797,3963452,MCN1638,160,gp138
352797,3963452,MCN1645,160,gp138
352797,3963452,MCN1646,160,gp138
352797,3963452,MCN1647,160,gp138
352797,3963452,MCN1649,160,gp138
352797,3963452,MCN1650,160,gp138
353599,3963453,MCN943,163,gp142
353599,3963453,MCN944,163,gp142
353599,3963453,MCN946,163,gp142
353599,3963453,MCN947,163,gp142
353599,3963453,MCN948,163,gp142
353996,3963453,MCN210,165,gp144
353996,3963453,MCN211,165,gp144
353996,3963453,MCN212,165,gp144
353996,3963453,MCN213,165,gp144
353996,3963453,MCN214,165,gp144
353199,3963454,MCN124,161,gp140
352595,3963459,MCN310,159,gp137
352595,3963459,MCN311,159,gp137
352595,3963459,MCN312,159,gp137
352595,3963459,MCN313,159,gp137
353758.5092,3963532.368,MCN30,108,MCN
353728.857,3963566.963,MCN28,108,MCN
353659.6685,3963606.499,MCN29,108,MCN
352807,3963647,MCN251,168,gp147
352807,3963647,MCN252,168,gp147
353000,3963647,MCN1639,169,gp148
353000,3963647,MCN1640,169,gp148
353000,3963647,MCN1641,169,gp148
353000,3963647,MCN1642,169,gp148
353000,3963647,MCN1643,169,gp148
353000,3963647,MCN1644,169,gp148
353000,3963647,MCN1648,169,gp148
353194,3963647,MCN259,170,gp149
353194,3963647,MCN275,170,gp149
353998,3963649,MCN207,182,gp180
353998,3963649,MCN208,182,gp180
353998,3963649,MCN209,182,gp180
352598,3963652,MCN131,167,gp146
352598,3963652,MCN2060,167,gp146
352598,3963652,MCN2062,167,gp146
352598,3963652,MCN2128,167,gp146
352598,3963652,MCN790,167,gp146
352598,3963652,MCN796,167,gp146
352598,3963652,MCN797,167,gp146
353606,3963653,MCN243,171,gp151
353606,3963653,MCN246,171,gp151
353606,3963653,MCN247,171,gp151
353506.4653,3963655.92,MCN03,108,MCN
352393,3963658,MCN258,166,gp145
352393,3963658,MCN261,166,gp145
352393,3963658,MCN262,166,gp145
353546.0016,3963710.283,MCN02,108,MCN
353620.1322,3963725.109,MCN04,108,MCN
353536.1176,3963744.877,MCN01,108,MCN
353654.7265,3963774.53,MCN05,108,MCN
352395,3963841,MCN1000,172,gp153
352395,3963841,MCN1652,172,gp153
352395,3963841,MCN2100,172,gp153
352395,3963841,MCN789,172,gp153
352395,3963841,MCN793,172,gp153
352395,3963841,MCN794,172,gp153
352395,3963841,MCN795,172,gp153
352395,3963841,MCN800,172,gp153
353427.3928,3963848.661,MCN14,108,MCN
353814,3963849,MCN319,177,gp160
353814,3963849,MCN320,177,gp160
353814,3963849,MCN321,177,gp160
353814,3963849,MCN322,177,gp160
352989,3963851,MCN123,174,gp156
352989,3963851,MCN314,174,gp156
352989,3963851,MCN315,174,gp156
352599,3963852,MCN263,173,gp154
352599,3963852,MCN264,173,gp154
352599,3963852,MCN267,173,gp154
353199,3963853,MCN1634,175,gp157
353199,3963853,MCN1635,175,gp157
353396,3963853,MCN316,176,gp158
353396,3963853,MCN318,176,gp158
353481.7552,3963878.314,MCN12,108,MCN
353471.8711,3963927.734,MCN15,108,MCN
353491.6392,3963927.734,MCN13,108,MCN
353546.0017,3963967.271,MCN11,108,MCN
354000,3964050,MCN201,181,gp170
354000,3964050,MCN202,181,gp170
354000,3964050,MCN203,181,gp170
354000,3964050,MCN204,181,gp170
354000,3964050,MCN205,181,gp170
354000,3964050,MCN206,181,gp170
352800,3964055,MCN272,179,gp164
352800,3964055,MCN273,179,gp164
352800,3964055,MCN274,179,gp164
353198,3964061,MCN253,180,gp166
353198,3964061,MCN254,180,gp166
353198,3964061,MCN255,180,gp166
353198,3964061,MCN256,180,gp166
353198,3964061,MCN257,180,gp166
352392,3964065,MCN0250,178,gp162
352392,3964065,MCN0260,178,gp162
352392,3964065,MCN0268,178,gp162
352392,3964065,MCN271,178,gp162
352878.8266,3964066.113,MCN18,108,MCN
373770.1324,3964094.447,BAN38,96,BAN
352448.8693,3964105.65,MCN19,108,MCN
352453.8113,3964164.955,MCN20,108,MCN
373900.1326,3964184.447,BAN39,96,BAN
352256.1299,3964194.607,MCN23,108,MCN
352112.8108,3964214.375,MCN27,108,MCN
352157.2891,3964263.796,MCN24,108,MCN
352211.6515,3964273.68,MCN22,108,MCN
353106.1605,3964303.333,MCN21,108,MCN
373720.1327,3964304.448,BAN40,96,BAN
352162.2312,3964332.985,MCN26,108,MCN
352112.8108,3964342.87,MCN25,108,MCN
376440.134,3964444.452,BAN45,96,BAN
378240.1348,3964474.455,BAN26,96,BAN
375870.134,3964534.452,BAN42,96,BAN
379370.1355,3964534.457,BAN95,96,BAN
379470.1356,3964534.457,BAN96,96,BAN
375920.134,3964544.452,BAN43,96,BAN
379430.1356,3964564.457,BAN94,96,BAN
379940.136,3964584.458,BAN93,96,BAN
380010.1361,3964614.458,BAN91,96,BAN
372830.1328,3964624.448,BAN36,96,BAN
379940.1362,3964654.458,BAN97,96,BAN
380000.1363,3964664.458,BAN92,96,BAN
372790.1329,3964744.449,BAN37,96,BAN
378940.1361,3964744.457,BAN98,96,BAN
374400.1337,3964754.451,BAN46,96,BAN
372870.133,3964774.449,BAN34,96,BAN
347578.194,3964783.758,TWS-8,2,TWS
347578.194,3964783.758,TWS-8,50,
378070.1358,3964814.456,BAN99,96,BAN
372820.1331,3964824.449,BAN33,96,BAN
376240.135,3964864.454,BAN22,96,BAN
372820.1331,3964874.449,BAN32,96,BAN
376310.135,3964884.454,BAN23,96,BAN
347898,3964925,TWS-12,2,TWS
347898,3964925,TWS-12,50,
347925,3964927,TWS-13,2,TWS
347925,3964927,TWS-13,50,
347891.36,3964971.99,TWS-7,2,TWS
347891.36,3964971.99,TWS-7,50,
347901.627,3964984.629,TWS-1,2,TWS
347901.627,3964984.629,TWS-1,50,
347933,3964994,TWS-11,2,TWS
347933,3964994,TWS-11,50,
347906,3964999,TWS-10,2,TWS
347906,3964999,TWS-10,50,
347876.913,3965003.196,TWS-3,2,TWS
347876.913,3965003.196,TWS-3,50,
376290.1354,3965014.455,BAN21,96,BAN
347883.071,3965019.179,TWS-2,2,TWS
347883.071,3965019.179,TWS-2,50,
375070.1347,3965044.453,BAN50,96,BAN
347836.5,3965046.943,TWS-4,2,TWS
347836.5,3965046.943,TWS-4,50,
347851.822,3965074.439,TWS-5,2,TWS
347851.822,3965074.439,TWS-5,50,
347827.842,3965097.339,TWS-6,2,TWS
347827.842,3965097.339,TWS-6,50,
375140.1349,3965104.454,BAN51,96,BAN
373820.1341,3965144.452,BAN11,96,BAN
373730.134,3965154.452,BAN71,96,BAN
373800.1341,3965164.452,BAN47,96,BAN
373770.1341,3965174.452,BAN48,96,BAN
375030.1349,3965184.454,BAN67,96,BAN
375130.1353,3965304.455,BAN68,96,BAN
374630.135,3965364.454,BAN49,96,BAN
374510.135,3965414.454,BAN66,96,BAN
337635.646,3965423.528,BAC-6,5,BAC
337630.265,3965430.729,BAC-5,5,BAC
337577.883,3965472.083,BAC-7,5,BAC
337597.781,3965472.938,BAC-8,5,BAC
337611.327,3965487.115,BAC-3,5,BAC
337638.993,3965487.716,BAC-2,5,BAC
337610.539,3965488.461,BAC-9,5,BAC
337623.205,3965494.109,BAC-4,5,BAC
337624.514,3965496.526,BAC-1,5,BAC
337578.754,3965524.443,BAC-10,5,BAC
373160.1343,3965624.453,BAN12,96,BAN
337446.059,3965626.418,BAC-11,5,BAC
357586.8582,3965749.387,EFK01,73,EFK
357571.8778,3965750.804,EFK03,73,EFK
357568.9673,3965751.598,EFK04,73,EFK
357590.9277,3965752.391,EFK02,73,EFK
357755.2934,3965755.443,EFK08,73,EFK
357741.2934,3965775.443,EFK06,73,EFK
357665.2938,3965779.443,EFK05,73,EFK
357698.2937,3965781.443,EFK07,73,EFK
370540.1322,3965784.45,BAN57,96,BAN
376941.138,3965813.46,BAN103,130,BANSCARP
357583.2942,3965814.564,EFK10,73,EFK
357583.2942,3965821.444,EFK09,73,EFK
376956.1381,3965824.46,BAN101,130,BANSCARP
357610.6785,3965842.478,EFK11,73,EFK
370490.1321,3965844.45,BAN56,96,BAN
376785.138,3965857.46,BAN109,130,BANSCARP
357638.0628,3965870.392,EFK12,73,EFK
376776.138,3965876.46,BAN108,130,BANSCARP
357640.1794,3965884.415,EFK13,73,EFK
376797.1381,3965889.46,BAN106,130,BANSCARP
370410.1321,3965894.45,BAN55,96,BAN
376909.1382,3965896.46,BAN104,130,BANSCARP
376790.1381,3965899.46,BAN107,130,BANSCARP
376920.1382,3965900.46,BAN105,130,BANSCARP
357597.0525,3965917.488,EFK14,73,EFK
357507.2945,3965963.444,EFK15,73,EFK
376300.1384,3966214.461,BAN20,96,BAN
376340.1385,3966214.461,BAN24,96,BAN
376290.1385,3966264.461,BAN25,96,BAN
371600.1336,3966594.455,BAN29,96,BAN
371470.1335,3966654.455,BAN30,96,BAN
366147.127,3966731.447,VGRA0099,122,VG
366136.127,3966763.447,VGRA5011,122,VG
366177.127,3966777.448,VGRA5022,122,VG
371380.1336,3966964.457,BAN31,96,BAN
371050.1333,3967194.457,BAN01,96,BAN
373120.1363,3967204.461,BAN60,96,BAN
373330.1366,3967224.461,BAN59,96,BAN
366915.1272,3967365.451,VGRA0022,122,VG
371100.1334,3967464.459,BAN58,96,BAN
372790.1361,3967492.462,BAN202,131,bbud
372902.1363,3967509.462,BAN207,131,bbud
373560.1374,3967524.463,BAN02,96,BAN
372813.1362,3967552.462,BAN203,131,bbud
372820.1362,3967562.462,BAN204,131,bbud
373070.1366,3967574.462,BAN72,96,BAN
367432.1277,3967583.453,VGRA5099,122,VG
372786.1362,3967586.462,BAN205,131,bbud
372882.1364,3967637.462,BAN209,131,bbud
372869.1364,3967647.462,BAN208,131,bbud
